UBA.Genome.ID	Experiment.Title	Study.Title
UBA2306	Shotgun sequencing of environmental sample: Sample P01017	New York City MTA subway samples Metagenome
UBA2307	Shotgun sequencing of environmental sample: Sample P01017	New York City MTA subway samples Metagenome
UBA2308	Shotgun sequencing of environmental sample: Sample P01017	New York City MTA subway samples Metagenome
UBA2309	Shotgun sequencing of environmental sample: Sample P01012	New York City MTA subway samples Metagenome
UBA2310	Shotgun sequencing of environmental sample: Sample P00656	New York City MTA subway samples Metagenome
UBA2311	Shotgun sequencing of environmental sample: Sample P00661	New York City MTA subway samples Metagenome
UBA2312	Shotgun sequencing of environmental sample: Sample P01063	New York City MTA subway samples Metagenome
UBA2313	Shotgun sequencing of environmental sample: Sample P01063	New York City MTA subway samples Metagenome
UBA2314	Shotgun sequencing of environmental sample: Sample P01063	New York City MTA subway samples Metagenome
UBA2315	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2316	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2317	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2318	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2319	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2320	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2321	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2322	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2323	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2324	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2325	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2326	Shotgun sequencing of environmental sample: Sample P00743	New York City MTA subway samples Metagenome
UBA2327	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2328	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2329	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2330	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2331	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2332	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2333	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2334	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2335	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2336	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2337	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2338	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2339	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2340	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2341	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2342	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2343	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2344	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2345	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2346	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2347	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2348	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2349	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2350	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2351	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2352	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2353	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2354	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2355	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2356	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2357	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2358	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2359	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2360	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2361	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2362	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2363	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2364	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2365	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2366	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2367	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2368	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2369	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2370	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2371	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2372	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2373	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2374	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2375	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2376	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2377	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2378	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2379	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2380	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2381	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2382	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2383	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2384	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2385	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2386	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2387	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2388	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2389	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2390	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2391	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2392	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2393	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2394	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2395	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2396	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2397	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2398	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2399	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2400	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2401	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2402	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2403	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2404	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2405	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2406	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2407	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2408	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2409	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2410	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2411	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2412	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2413	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2414	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2415	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2416	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2417	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2418	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2419	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2420	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2421	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2422	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2423	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2424	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2425	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2426	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2427	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2428	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2429	Metagenome of a lab-scale EBPR reactor operated for floccular sludge	Lab-scale EBPR reactor Metagenome
UBA2430	metagenome sequencing of bioreactor samples (barcoded TruSeq DNA illumina libraries)	Bioreactor inoculated with sediment Metagenome
UBA2431	metagenome sequencing of bioreactor samples (barcoded TruSeq DNA illumina libraries)	Bioreactor inoculated with sediment Metagenome
UBA2432	metagenome sequencing of bioreactor samples (barcoded TruSeq DNA illumina libraries)	Bioreactor inoculated with sediment Metagenome
UBA2433	metagenome sequencing of bioreactor samples (barcoded TruSeq DNA illumina libraries)	Bioreactor inoculated with sediment Metagenome
UBA2434	metagenome sequencing of bioreactor samples (barcoded TruSeq DNA illumina libraries)	Bioreactor inoculated with sediment Metagenome
UBA2435	metagenome sequencing of bioreactor samples (barcoded TruSeq DNA illumina libraries)	Bioreactor inoculated with sediment Metagenome
UBA2436	metagenome sequencing of bioreactor samples (barcoded TruSeq DNA illumina libraries)	Bioreactor inoculated with sediment Metagenome
UBA2437	metagenome sequencing of bioreactor samples (barcoded TruSeq DNA illumina libraries)	Bioreactor inoculated with sediment Metagenome
UBA2438	metagenome sequencing of bioreactor samples (barcoded TruSeq DNA illumina libraries)	Bioreactor inoculated with sediment Metagenome
UBA2439	metagenome sequencing of bioreactor samples (barcoded TruSeq DNA illumina libraries)	Bioreactor inoculated with sediment Metagenome
UBA2440	metagenome sequencing of bioreactor samples (barcoded TruSeq DNA illumina libraries)	Bioreactor inoculated with sediment Metagenome
UBA2441	metagenome sequencing of bioreactor samples (barcoded TruSeq DNA illumina libraries)	Bioreactor inoculated with sediment Metagenome
UBA2442	metagenome sequencing of bioreactor samples (barcoded TruSeq DNA illumina libraries)	Bioreactor inoculated with sediment Metagenome
UBA2443	metagenome sequencing of bioreactor samples (barcoded TruSeq DNA illumina libraries)	Bioreactor inoculated with sediment Metagenome
UBA2444	Animal 1009 (Forage) metagenomic reads	Ovis aries rumen metagenome
UBA2445	Animal 1009 (Forage) metagenomic reads	Ovis aries rumen metagenome
UBA2446	Animal 1009 (Forage) metagenomic reads	Ovis aries rumen metagenome
UBA2447	Animal 1009 (Forage) metagenomic reads	Ovis aries rumen metagenome
UBA2448	Animal 1009 (Forage) metagenomic reads	Ovis aries rumen metagenome
UBA2449	Animal 1009 (Forage) metagenomic reads	Ovis aries rumen metagenome
UBA2450	Animal 1009 (Forage) metagenomic reads	Ovis aries rumen metagenome
UBA2451	Animal 1009 (Forage) metagenomic reads	Ovis aries rumen metagenome
UBA2452	Animal 1009 (Forage) metagenomic reads	Ovis aries rumen metagenome
UBA2453	Animal 1009 (Forage) metagenomic reads	Ovis aries rumen metagenome
UBA2454	Animal 1009 (Forage) metagenomic reads	Ovis aries rumen metagenome
UBA2455	Animal 1003 (Forage) metagenomic reads	Ovis aries rumen metagenome
UBA2456	Animal 1003 (Forage) metagenomic reads	Ovis aries rumen metagenome
UBA2457	Animal 1003 (Forage) metagenomic reads	Ovis aries rumen metagenome
UBA2458	Animal 1003 (Forage) metagenomic reads	Ovis aries rumen metagenome
UBA2459	Lake Lanier Metagenome, LL_1007B	Lake Lanier Metagenome
UBA2460	Lake Lanier Metagenome, LL_1007B	Lake Lanier Metagenome
UBA2461	Lake Lanier Metagenome, LL_1007B	Lake Lanier Metagenome
UBA2462	Lake Lanier Metagenome, LL_1007B	Lake Lanier Metagenome
UBA2463	Lake Lanier Metagenome, LL_1007B	Lake Lanier Metagenome
UBA2464	Lake Lanier Metagenome, LL_1007B	Lake Lanier Metagenome
UBA2465	Lake Lanier Metagenome, LL_1007B	Lake Lanier Metagenome
UBA2466	Lake Lanier Metagenome, LL_1007B	Lake Lanier Metagenome
UBA2467	Lake Lanier Metagenome, LL_1007B	Lake Lanier Metagenome
UBA2468	Lake Lanier Metagenome, LL_1007B	Lake Lanier Metagenome
UBA2469	Lake Lanier Metagenome, LL_1007B	Lake Lanier Metagenome
UBA2470	Lake Lanier Metagenome, LL_1007B	Lake Lanier Metagenome
UBA2471	Shotgun sequencing of environmental sample: Sample P01234	New York City MTA subway samples Metagenome
UBA2472	Shotgun sequencing of environmental sample: Sample P01234	New York City MTA subway samples Metagenome
UBA2473	Shotgun sequencing of environmental sample: Sample P01234	New York City MTA subway samples Metagenome
UBA2474	Shotgun sequencing of environmental sample: Sample P01234	New York City MTA subway samples Metagenome
UBA2475	Lake Michigan: 57th Street Beach Nearshore Waters Virome 05-Jun-13	Lake Michigan Chicago Virome Metagenome
UBA2476	Lake Michigan: 57th Street Beach Nearshore Waters Virome 05-Jun-13	Lake Michigan Chicago Virome Metagenome
UBA2477	Lake Michigan: 57th Street Beach Nearshore Waters Virome 05-Jun-13	Lake Michigan Chicago Virome Metagenome
UBA2478	Shotgun sequencing of environmental sample: Sample P00439	New York City MTA subway samples Metagenome
UBA2479	Shotgun sequencing of environmental sample: Sample P00438	New York City MTA subway samples Metagenome
UBA2480	Shotgun sequencing of environmental sample: Sample P00437	New York City MTA subway samples Metagenome
UBA2481	Shotgun sequencing of environmental sample: Sample P00437	New York City MTA subway samples Metagenome
UBA2482	Shotgun sequencing of environmental sample: Sample P00432	New York City MTA subway samples Metagenome
UBA2483	Shotgun sequencing of environmental sample: Sample P00432	New York City MTA subway samples Metagenome
UBA2484	Shotgun sequencing of environmental sample: Sample P00432	New York City MTA subway samples Metagenome
UBA2485	Shotgun sequencing of environmental sample: Sample P00432	New York City MTA subway samples Metagenome
UBA2486	Microbial metagenomics of Shi-Huang-Ping acidic hot spring, Taiwan	Acidic hot spring Metagenome
UBA2487	Microbial metagenomics of Shi-Huang-Ping acidic hot spring, Taiwan	Acidic hot spring Metagenome
UBA2488	Microbial metagenomics of Shi-Huang-Ping acidic hot spring, Taiwan	Acidic hot spring Metagenome
UBA2489	Metagenome of microbial community: Kitchen Counter: Sample Kitchen_counter-04a-day2	Home Microbiome Metagenomes
UBA2490	Shotgun sequencing of environmental sample: Sample P00434	New York City MTA subway samples Metagenome
UBA2491	Metagenome of microbial community: Kitchen Counter: Sample Kitchen_counter-04a-day4	Home Microbiome Metagenomes
UBA2492	Metagenome of microbial community: Kitchen Counter: Sample Kitchen_counter-04a-day4	Home Microbiome Metagenomes
UBA2493	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2494	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2495	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2496	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2497	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2498	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2499	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2500	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2501	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2502	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2503	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2504	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2505	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2506	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2507	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2508	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2509	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2510	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2511	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2512	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2513	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2514	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2515	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for DNA viruses
UBA2516	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2517	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2518	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2519	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2520	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2521	Illumina HiSeq 2000 paired end sequencing; Marine metagenome.	Shotgun Sequencing of Tara Oceans DNA samples corresponding to size fractions for prokaryotes and large DNA viruses
UBA2522	Shotgun sequencing of environmental sample: Sample P00607	New York City MTA subway samples Metagenome
UBA2523	Shotgun sequencing of environmental sample: Sample P00607	New York City MTA subway samples Metagenome
UBA2524	Shotgun sequencing of environmental sample: Sample P00607	New York City MTA subway samples Metagenome
UBA2525	Metagenome from the background ocean water at depth 4950m	Mid Cayman Rise Metagenome
UBA2526	Metagenome from the background ocean water at depth 4950m	Mid Cayman Rise Metagenome
UBA2527	Metagenome from the background ocean water at depth 4950m	Mid Cayman Rise Metagenome
UBA2528	Shotgun sequencing of environmental sample: Sample P00609	New York City MTA subway samples Metagenome
UBA2529	Shotgun sequencing of environmental sample: Sample P00609	New York City MTA subway samples Metagenome
UBA2530	Shotgun sequencing of environmental sample: Sample P00609	New York City MTA subway samples Metagenome
UBA2531	Shotgun sequencing of environmental sample: Sample P00609	New York City MTA subway samples Metagenome
UBA2532	Metagenome from the background ocean water at depth 2327m	Mid Cayman Rise Metagenome
UBA2533	Metagenome from the background ocean water at depth 2327m	Mid Cayman Rise Metagenome
UBA2534	Metagenome from the background ocean water at depth 2327m	Mid Cayman Rise Metagenome
UBA2535	Metagenome from the background ocean water at depth 2327m	Mid Cayman Rise Metagenome
UBA2536	Central Baltic Surface Water Metagenome	Baltic Sea Surface Water Metagenome
UBA2537	Central Baltic Surface Water Metagenome	Baltic Sea Surface Water Metagenome
UBA2538	Central Baltic Surface Water Metagenome	Baltic Sea Surface Water Metagenome
UBA2539	Central Baltic Surface Water Metagenome	Baltic Sea Surface Water Metagenome
UBA2540	Central Baltic Surface Water Metagenome	Baltic Sea Surface Water Metagenome
UBA2541	Central Baltic Surface Water Metagenome	Baltic Sea Surface Water Metagenome
UBA2542	Central Baltic Surface Water Metagenome	Baltic Sea Surface Water Metagenome
UBA2543	Central Baltic Surface Water Metagenome	Baltic Sea Surface Water Metagenome
UBA2544	Central Baltic Surface Water Metagenome	Baltic Sea Surface Water Metagenome
UBA2545	Central Baltic Surface Water Metagenome	Baltic Sea Surface Water Metagenome
UBA2546	Central Baltic Surface Water Metagenome	Baltic Sea Surface Water Metagenome
UBA2547	Central Baltic Surface Water Metagenome	Baltic Sea Surface Water Metagenome
UBA2548	Central Baltic Surface Water Metagenome	Baltic Sea Surface Water Metagenome
UBA2549	Central Baltic Surface Water Metagenome	Baltic Sea Surface Water Metagenome
UBA2550	Central Baltic Surface Water Metagenome	Baltic Sea Surface Water Metagenome
UBA2551	Illumina HiSeq 1000 paired end sequencing	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013
UBA2552	Illumina HiSeq 1000 paired end sequencing	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013
UBA2553	metagenome sequencing of bioreactor samples (barcoded TruSeq DNA illumina libraries)	Bioreactor inoculated with intertidal sediment - Metagenome
UBA2554	Shotgun sequencing of environmental sample: Sample P00220	New York City MTA subway samples Metagenome
UBA2555	Shotgun sequencing of environmental sample: Sample P00220	New York City MTA subway samples Metagenome
UBA2556	Shotgun sequencing of environmental sample: Sample P00220	New York City MTA subway samples Metagenome
UBA2557	Illumina MiSeq paired end sequencing	Deeply sequenced metagenome and metatranscriptome of a biogas-producing microbial community from an agricultural production-scale biogas plant
UBA2558	Illumina MiSeq paired end sequencing	Deeply sequenced metagenome and metatranscriptome of a biogas-producing microbial community from an agricultural production-scale biogas plant
UBA2559	Illumina MiSeq paired end sequencing	Deeply sequenced metagenome and metatranscriptome of a biogas-producing microbial community from an agricultural production-scale biogas plant
UBA2560	Illumina MiSeq paired end sequencing	Deeply sequenced metagenome and metatranscriptome of a biogas-producing microbial community from an agricultural production-scale biogas plant
UBA2561	metagenome of Black band layer from Belize Orbicella	Coral mucus Targeted Locus (Loci)
UBA2562	metagenome of Black band layer from Belize Orbicella	Coral mucus Targeted Locus (Loci)
UBA2563	metagenome of Black band layer from Belize Orbicella	Coral mucus Targeted Locus (Loci)
UBA2564	metagenome of Black band layer from Belize Orbicella	Coral mucus Targeted Locus (Loci)
